,text_surronding,Gender
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54095,", ces garçons ! — Je ne trouve pas ;",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54112,à - propos . — Je ne veux plus rien,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54132,ils ont le droit de m' approuver . — Certes,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54140,"— Certes , oui , mademoiselle Kitty . ils l'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54156,de blâmer le mal où vous vous laissez aller —,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54161,vous vous laissez aller — votre colère d' à présent,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54203,". « Par modestie ! vous croyez ça , enfant",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54207,"! vous croyez ça , enfant ? c' est au",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54219,orgueil . » Et comme elle se récriait : «,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54226,"récriait : « Oui , ma chérie , votre propre",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54229,"Oui , ma chérie , votre propre approbation vous suffit",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54232,"chérie , votre propre approbation vous suffit parce que vous",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54236,approbation vous suffit parce que vous avez un immense orgueil,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54242,"avez un immense orgueil , vous trouvez les autres tellement",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54251,tellement au - dessous de vous que vous n' avez,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54253,- dessous de vous que vous n' avez nul besoin,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54263,"de leur assentiment . Si vous étiez modeste , vous",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54267,"Si vous étiez modeste , vous supporteriez la louange .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54276,". — Eh bien , je la supporterai , voilà",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54285,voilà qui est dit ; je ne querellerai pas ces,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54296,pour l' encens qu' ils m' ont brûlé sous le,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54358,"compagnie les fêta , et Kitty , comme elle venait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Kitty et de ses frères-2255>_54361,", et Kitty , comme elle venait de s' y",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13449,"la porte ouverte , et Satin - Bleu , de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13454,"Satin - Bleu , de sa place , voyait tous",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13608,"plus d' une fois , Satin - Bleu eut pour",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13625,Polichinelle rouge et or qui lui faisait des grimaces .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13633,"grimaces . Malgré cela , elle se divertit beaucoup et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13638,elle se divertit beaucoup et trouva que le monde était,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13705,qui était leur paradis . Satin - Bleu monta en,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13749,adressa une dernière grimace à notre héroïne . DEUXIÈME PARTIE,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13793,", daigna s' occuper de Satin - Bleu . Celle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13917,grandes psychés au moyen desquelles l' heureuse Satin - Bleu,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_13938,"Mathilde , après avoir établi la poupée sur la chaise",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14007,"fit pas une caresse à Satin - Bleu , et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14014,"Bleu , et même ne lui dit pas une parole",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14097,. Sa fille lui présenta Satin - Bleu . «,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14104,Bleu . « Ah ! elle n' est pas mal,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14123,"oui , en vérité , elle est passable . »",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14143,daignait dire cette comtesse . Satin - Bleu était furieuse,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14151,"était furieuse , et ne se gênait pas pour trouver",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14160,trouver laide celle qui ne la trouvait que passable .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14168,"passable . Heureusement , pour lui remettre les nerfs ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14233,elle n' avait jamais rencontré une si remarquable poupée .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14259,"très agréablement aux oreilles de Satin - Bleu , et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14264,"Satin - Bleu , et lui firent juger que l'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14287,. « Quel nom allez - vous donner à cette,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14291,"allez - vous donner à cette charmante créature , miss",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14312,ma foi rien . — Elle est si ravissante !,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14330,vraiment surnaturelle . Que diriez - vous de Fairy -,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14361,"est - ce pas , Mathilde ? — Oui ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14374,"est joli ; mais ça m' est égal , je",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14378,"ça m' est égal , je ne mets pas d'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14393,"poupée . — Oh ! miss Mathilde , une poupée",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14396,"Oh ! miss Mathilde , une poupée comme celle -",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14399,"Mathilde , une poupée comme celle - ci , c'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14403,"comme celle - ci , c' est plus qu' une",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14407,", c' est plus qu' une poupée , c' est",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14410,"plus qu' une poupée , c' est presque une personne",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14421,"— Ah ! ah ! vous êtes drôle , miss",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14425,"! vous êtes drôle , miss Red , une personne",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14437,". . Soit , appelons - la Fairy - Queen",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14443,"la Fairy - Queen , cette personne , puisque ça",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14448,"cette personne , puisque ça vous fait plaisir . »",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14462,sans plus de cérémonie que notre héroïne fut nommée .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14467,notre héroïne fut nommée . Sa vie chez Mathilde fut,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14481,pas amusante du tout . Elle voyait à peine sa,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14485,. Elle voyait à peine sa petite maîtresse . Celle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14510,"L' après - midi , elle faisait des visites avec",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14515,elle faisait des visites avec sa mère ; assez souvent,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14520,"sa mère ; assez souvent elle sortait le soir ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14528,"soir , et , quand elle rentrait , l' air",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14537,"air ennuyé , fatigué , elle ne racontait rien à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14542,"elle ne racontait rien à Fairy - Queen , et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14547,"Fairy - Queen , et elle se couchait sans même",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14552,elle se couchait sans même lui dire : bonsoir .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14559,": bonsoir . Évidemment , la belle petite demoiselle avait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14568,avait peu d' affection pour sa poupée ; elle la,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14571,affection pour sa poupée ; elle la regardait comme un,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14572,pour sa poupée ; elle la regardait comme un objet,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14584,et ne s' occupait d' elle que pour lui changer,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14587,occupait d' elle que pour lui changer de toilette quand,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14592,lui changer de toilette quand elle attendait la visite de,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14597,elle attendait la visite de ses amies . Ces réunions,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14606,"réunions étaient assez froides ; Mathilde , polie mais réservée",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14643,"dames , on se montrait ses poupées , on examinait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14670,"laisait dans l' appartement de Fairy - Queen , et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14683,des livres de gravures . Fairy - Queen essayait de,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14690,Queen essayait de faire de son mieux les honneurs de,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14696,mieux les honneurs de chez elle ; mais sa bonne,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14699,de chez elle ; mais sa bonne volonté se heurtait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14711,froideur des autres poupées . Elle était trop belle et,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14725,petites filles pour plaire à ses pareilles ; la jalousie,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14731,pareilles ; la jalousie élevait son mur de glace entre,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14736,son mur de glace entre la Reine des Fées et,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14763,grande beauté . Quelquefois Mathilde la prenait avec elle lorsque,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14780,Ces jours - là elle lui mettait ses robes les,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14810,"équipage , elle partageait avec elle l' admiration des passants",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14817,admiration des passants . « La belle enfant ! »,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14827,disaient les mères ; « la belle poupée ! »,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14852,à la promenade jetait à la Reine des Fées des,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14862,"regards malveillants , et cela lui gâtait son Bois .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14864,", et cela lui gâtait son Bois . En somme",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14886,cette existence - là . La pauvre belle n' avait,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14902,"et , bien souvent , elle pensait qu' elle aurait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14905,"souvent , elle pensait qu' elle aurait été plus heureuse",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14921,"gens si affectueux , que son orgueil avait dédaignés .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14934,"qui parût s' intéresser à Fairy - Queen , c'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14942,", c' était celle qui lui avait donné ce beau",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14951,beau nom . Miss Red la regardait toujours avec une,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14967,"elles étaient seules , elle l' embrassait et lui disait",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14970,", elle l' embrassait et lui disait en anglais de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_14992,puis elle se parlait à elle - même . On,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15010,dit des douceurs ; bientôt la Reine des Fées comprit,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15018,Fées comprit les monologues de miss Red . Elle sut,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15021,monologues de miss Red . Elle sut que celle -,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15024,Red . Elle sut que celle - ci était l',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15038,nombreuse et pauvre ; qu' elle avait trois frères et,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15047,"et quatre sœurs , qu' elle était venue en France",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15060,"argent pour eux en enseignant sa langue , et qu'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15065,"sa langue , et qu' elle regrettait surtout une jolie",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15090,". Cette découverte , en lui faisant comprendre qu' elle",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15094,en lui faisant comprendre qu' elle n' était aimée qu',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15107,"portrait , chagrina un peu la Reine des Fées .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15135,"Être aimée , il ne lui manquait que cela pour",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15143,cela pour être heureuse . Elle était parfaitement soignée dans,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15151,"soignée dans cette maison , elle sentait qu' elle y",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15154,"maison , elle sentait qu' elle y pourrait vivre cent",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15167,d' un seul jour ; elle ne risquait pas d',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15185,"! de ce côté , elle était bien tranquille .",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15196,"voyez comme on change , elle aurait préféré être un",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15212,peu plus aimée ; cependant elle se rappelait ce qui,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15223,arrivé au sapin mécontent et repoussait le désir de changer,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15241,". Satin - Bleu , qui avait tant souhaité d'",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15281,"Luxembourg , quelle joie pour elle ! Ces arbres verts",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15319,"après l' hiver mondain qu' elle venait de passer ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15324,"elle venait de passer , lui était très doux et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15329,lui était très doux et lui rappelait le temps où,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15334,lui rappelait le temps où sa petite tête était pleine,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15379,fées entendait une petite voix lui dire : « Bonjour,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15385,"dire : « Bonjour , Satin - Bleu ! »",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Satin - Bleu-606>_15405,gloire du magasin et qui la saluait de son ancien,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_47903,ne faisait pleurer personne . Rosette ne pouvait en croire,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_47908,Rosette ne pouvait en croire ses oreilles . « C',Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_47919,"bien lui , se disait - elle , mais à",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_47955,"même , étaient abandonnés . Rosette courait grand risque de",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_47961,courait grand risque de perdre ses pas et ses accords,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_47964,"de perdre ses pas et ses accords , quand ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48009,alors volte - face et la danseuse espagnole eut son,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48013,et la danseuse espagnole eut son tour . On la,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48017,eut son tour . On la trouva charmante ; on,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48027,se récria en apprenant que son auteur n' était autre,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48037,que le jeune garçon qui la montrait . On fit,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48046,"fit longtemps cercle autour d' elle , après quoi on",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48051,"elle , après quoi on la quitta pour un montreur",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48070,"renfort de cymbales , et elle put se reposer un",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48077,se reposer un peu . Elle remarqua alors que Polichinelle,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48104,"fermait son théâtre , et la regardait de l' air",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48118,"agréable . « Bonjour , mademoiselle , lui dit -",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48120,"« Bonjour , mademoiselle , lui dit - il ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48125,"lui dit - il , vous dansez à ravir et",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48130,vous dansez à ravir et vous me rappelez une charmante,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48153,"fait endêver . Elle avait votre grâce , votre taille",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48156,"Elle avait votre grâce , votre taille , votre teint",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48159,"grâce , votre taille , votre teint , vos cheveux",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48162,"taille , votre teint , vos cheveux , seulement ses",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48178,"ne dansait pas . — C' était moi , monsieur",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48180,"pas . — C' était moi , monsieur Polichinelle ,",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48204,Mais je vois qu' à vous on a changé le,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48212,"changé le caractère , car vous me paraissez aussi aimable",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48219,paraissez aussi aimable qu' autrefois vous étiez . . .,Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48233,"le mot . Oui , je l' étais un tantinet",Female
Vadier-Berthe_Rose-et-Rosette-odyssee-d-une-trop-belle-poupee_<Rosette-2061>_48243,", et cela parce que j' étais bossu . —",Female
