,text_surronding,Gender
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14854,"lui dire bonsoir , quand elle me demande: « Vous",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14881,eu le temps de répondre elle était tombée assise près,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14893,en sanglotant . Et puis elle m' a pris les,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14902,"les mains , et m a dit toutes sortes de",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14923,? – Eh bien ! Elle me disait « Ma,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14927,"! Elle me disait « Ma chère petite , vous",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14937,ne voyez donc pas que vous me crevez le cœur,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14938,voyez donc pas que vous me crevez le cœur avec,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14943,me crevez le cœur avec votre indifférence ? Oh !,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14948,"votre indifférence ? Oh ! ma chère mignonne , comment",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14956,", comment ne vous êtes - vous pas aperçue de",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14965,de la grande affection que j' ai pour vous ?,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14968,affection que j' ai pour vous ? Ma petite Aimée,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14970,"j' ai pour vous ? Ma petite Aimée , je",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14974,"? Ma petite Aimée , je suis jalouse de la",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14981,jalouse de la tendresse que vous témoignez à cette Claudine,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_14998,détraquée . . . Si vous vouliez seulement ne pas,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15003,"vous vouliez seulement ne pas me détester , oh !",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15012,"! si vous vouliez seulement m' aimer un peu ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15017,"m' aimer un peu , je serais pour vous une",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15021,", je serais pour vous une amie plus tendre que",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15036,. . . » Et elle me regardait jusqu' au,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15055,tisons . – Vous ne lui répondiez rien ? –,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15070,avais pas le temps ! Elle disait encore : «,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15084,ce soit bien utile pour elle et bien gentil pour,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15089,elle et bien gentil pour moi ces leçons d' anglais,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15096,leçons d' anglais que vous lui donnez ? Je sais,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15099,que vous lui donnez ? Je sais trop que vous,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15114,pendant les leçons et ça me déchire de vous voir,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15133,n' y allez plus ! Claudine n' y pensera plus,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15145,"d' une semaine , et je vous donnerai plus d'",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15146,"une semaine , et je vous donnerai plus d' affection",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15152,donnerai plus d' affection qu' elle n' est capable d',female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15162,"en éprouver ! » Je vous assure , Claudine ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15165,"» Je vous assure , Claudine , je ne savais",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15175,"ce que je faisais , elle me magnétisait avec ses",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15179,", elle me magnétisait avec ses yeux fous , et",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15220,; j' entendais seulement qu' elle répétait tout effrayée :,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15231,Mon Dieu . . . Ma pauvre petite ! Je,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15235,". Ma pauvre petite ! Je l' épouvante , elle",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15236,"Ma pauvre petite ! Je l' épouvante , elle est",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15239,"! Je l' épouvante , elle est pâle , ma",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15243,", elle est pâle , ma petite Aimée , ma",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15247,", ma petite Aimée , ma chérie ! » Et",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15256,Et tout de suite après elle m' a aidée à,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15288,". Ma pauvre Claudine , vous voyez si j' y",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15301,! Je suis abasourdie . Elle a des amitiés plutôt,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15308,"des amitiés plutôt violentes , cette rousse volcanique ! Au",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15339,", atterrée , et devant Aimée , petite créature fragile",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15341,", et devant Aimée , petite créature fragile ensorcelée par",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15355,ne sais que dire . Elle s' essuie les yeux,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15365,. Il me semble que son chagrin finit avec ses,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15369,que son chagrin finit avec ses larmes . Je la,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15373,avec ses larmes . Je la questionne : – Mais,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15380,": – Mais vous , vous ne l' aimez pas",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15382,"Mais vous , vous ne l' aimez pas du tout",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15388,aimez pas du tout ? Elle répond sans me regarder,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15403,"sûr ; mais réellement , elle semble m' aimer beaucoup",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15416,"m' en doutais pas . Elle me glace , sa",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15420,". Elle me glace , sa réponse , parce qu'",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15445,me dire . Je lâche ses mains que je tenais,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15464,chose de cassé . Puisqu' elle ne veut pas m',female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15472,pas m' avouer franchement qu' elle n' est plus avec,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15483,"contre l' autre , puisqu' elle cache le fond de",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15488,"elle cache le fond de sa pensée , je crois",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15545,mois; pensez - vous qu' Elle le veuille bien ?,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15557,"! oui , je le lui demanderai . Elle a",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15560,je le lui demanderai . Elle a dit ça vite,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15573,"déjà sûre d' obtenir de mademoiselle Sergent , maintenant ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15581,"maintenant , tout ce qu' elle voudra . Comme elle",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15585,qu' elle voudra . Comme elle s' éloigne vite de,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15601,a vite réussi ! Lâche petite Lanthenay ! Elle aime,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15604,! Lâche petite Lanthenay ! Elle aime le bien -,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15618,"qui a froid , et comprend que l' amitié de",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15623,comprend que l' amitié de sa supérieure lui sera plus,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15625,l' amitié de sa supérieure lui sera plus profitable que,female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15639,"je ne veux pas le lui dire , car elle",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15643,"le lui dire , car elle ne reviendrait pas pour",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15669,"est passée , je reconduis Aimée , et , dans",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15678,"dans le corridor , je l' embrasse violemment , avec",female
Colette_Claudine-a-l-ecole_<mademoiselle Lanthenay-622>_15805,limaces; les a - t - elle quittées ? Nuit,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34779,"à mon tour . – Claudine , au tableau .",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34837,"mon ex - amie ; tu l' as voulu ,",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34842,"tu l' as voulu , lâcheuse ! Arborons l' étendard",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34876,"non ? – Non , je ne veux pas extraire",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34888,aujourd' hui . Ça ne me dit pas . –,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34893,"me dit pas . – Claudine , vous devenez folle",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34895,"pas . – Claudine , vous devenez folle ? –",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34900,"vous devenez folle ? – Je ne sais pas ,",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34905,"Je ne sais pas , Mademoiselle . Mais je sens",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34908,"pas , Mademoiselle . Mais je sens que je tomberai",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34911,. Mais je sens que je tomberai malade si j',female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34915,que je tomberai malade si j' extrais cette racine ou,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34926,"autre analogue . – Voulez - vous une punition ,",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34931,"- vous une punition , Claudine ? – Je veux",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34934,"punition , Claudine ? – Je veux bien n' importe",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34957,; c' est parce que je ne peux pas extraire,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34965,"pas extraire de racines . Je regrette beaucoup , je",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34969,". Je regrette beaucoup , je vous assure . La",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34970,"Je regrette beaucoup , je vous assure . La classe",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34989,"rage . – Enfin , m' obéirez - vous ?",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34991,"– Enfin , m' obéirez - vous ? Je ferai",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34994,m' obéirez - vous ? Je ferai mon rapport à,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_34996,- vous ? Je ferai mon rapport à mademoiselle Sergent,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35006,et nous verrons . – Je vous répète que je,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35007,nous verrons . – Je vous répète que je suis,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35010,– Je vous répète que je suis au désespoir .,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35017,"au désespoir . Intérieurement , je lui crie : «",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35018,"désespoir . Intérieurement , je lui crie : « Mauvaise",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35022,"je lui crie : « Mauvaise petite rosse , je",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35026,"« Mauvaise petite rosse , je n' ai pas d'",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35035,"d' égards à montrer pour toi , et je te",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35038,"montrer pour toi , et je te causerai plutôt tous",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35039,"pour toi , et je te causerai plutôt tous les",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35048,les embêtements possibles . » Elle descend les deux marches,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35057,"marches du bureau et s' avance sur moi , dans",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35059,"bureau et s' avance sur moi , dans le vague",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35066,dans le vague espoir de m' intimider . Je m',female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35069,espoir de m' intimider . Je m' empêche de rire,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35080,"grand - peine , et je garde mon air respectueusement",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35082,"peine , et je garde mon air respectueusement désolé …",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35087,mon air respectueusement désolé … Cette toute petite ! Elle,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35091,… Cette toute petite ! Elle me vient au menton,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35092,"Cette toute petite ! Elle me vient au menton ,",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35097,"me vient au menton , ma parole ! La classe",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35120,"à grandes bouchées . – Mademoiselle Claudine , obéirez -",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35124,"– Mademoiselle Claudine , obéirez - vous , oui ou",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35136,"Avec une douceur pointue , je recommence ; elle est",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35139,"pointue , je recommence ; elle est tout près de",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35144,"elle est tout près de moi , et je baisse",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35147,"près de moi , et je baisse un peu le",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35159,"– Encore une fois , Mademoiselle , faites - moi",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35162,"fois , Mademoiselle , faites - moi ce que vous",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35166,"faites - moi ce que vous voudrez , donnez -",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35170,"que vous voudrez , donnez - moi des fractions à",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35219,", à l' exception d' Anaïs , n' ont pas",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35227,"ont pas compris , car j' ai lâché mon insolence",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35230,", car j' ai lâché mon insolence vite , et",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35243,elles s' amusent seulement de ma résistance ; mais mademoiselle,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35247,de ma résistance ; mais mademoiselle Lanthenay a reçu une,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35261,", la tête perdue , elle crie : – C'",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35271,est … trop fort ! Je vais appeler mademoiselle Sergent,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35284,c' est trop fort ! Elle se jette vers la,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35291,jette vers la porte . Je cours après elle et,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35294,porte . Je cours après elle et la rattrape dans,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35296,Je cours après elle et la rattrape dans le corridor,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35321,debout sur leurs bancs . Je retiens Aimée par le,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35323,"leurs bancs . Je retiens Aimée par le bras ,",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35330,"le bras , pendant qu' elle essaie , de toutes",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35335,"elle essaie , de toutes ses petites forces , de",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35343,", de se défaire de mes mains , sans rien",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35351,"sans rien dire , sans me regarder , les dents",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35360,dents serrées . – Écoutez - moi donc quand je,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35364,Écoutez - moi donc quand je vous parle ! Nous,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35365,- moi donc quand je vous parle ! Nous n',female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35383,"temps , entre nous : je vous jure que si",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35384,", entre nous : je vous jure que si vous",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35388,je vous jure que si vous me dénoncez à mademoiselle,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35389,vous jure que si vous me dénoncez à mademoiselle Sergent,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35395,"dénoncez à mademoiselle Sergent , je cours raconter à votre",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35399,", je cours raconter à votre fiancé l' histoire de",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35408,de la fissure . Monterez - vous encore chez la,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35443,"Allons , parlez ! Revenez - vous dans la classe",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35449,vous dans la classe avec moi ? Si vous n',female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35452,classe avec moi ? Si vous n' y rentrez pas,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35461,"pas tout de suite , je n' y rentre pas",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35469,"rentre pas non plus , moi ; je vais prévenir",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35471,"non plus , moi ; je vais prévenir votre Richelieu",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35478,prévenir votre Richelieu . Dépêchez - vous de choisir .,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35483,- vous de choisir . Elle ouvre enfin les lèvres,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35491,les lèvres pour murmurer sans me regarder : « Je,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35495,sans me regarder : « Je ne dirai rien .,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35501,"ne dirai rien . Lâchez - moi , je ne",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35504,". Lâchez - moi , je ne dirai rien .",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35515,– C' est sérieux ? Vous savez que si vous,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35519,? Vous savez que si vous le racontez à la,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35523,"si vous le racontez à la rousse , elle ne",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35526,"racontez à la rousse , elle ne sera pas capable",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35540,plus de cinq minutes et je le saurai vite .,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35555,"est … promis ? – Je ne dirai rien ,",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35560,"Je ne dirai rien , lâchez - moi . Je",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35561,"ne dirai rien , lâchez - moi . Je rentrerai",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35564,", lâchez - moi . Je rentrerai tout de suite",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35573,suite dans la classe . Je lui lâche le bras,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35574,dans la classe . Je lui lâche le bras et,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35593,"la ruche tombe brusquement . Ma victime , au bureau",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35609,au net les problèmes . Anaïs me demande tout bas,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35610,net les problèmes . Anaïs me demande tout bas :,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35620,« Est - ce qu' elle est montée le dire,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35630,"? » – Non , je lui ai fait de",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35631,"» – Non , je lui ai fait de modestes",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35638,"fait de modestes excuses . Tu comprends , je ne",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35641,"excuses . Tu comprends , je ne voulais pas pousser",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35658,Sergent ne revient pas . Sa petite adjointe garde jusqu',female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35669,la fin de la classe sa figure fermée et ses,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35673,classe sa figure fermée et ses yeux durs . À,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35691,à la sortie proche ; je prends quelques braises dans,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35702,"poêle pour les fourrer dans mes sabots , excellent moyen",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35720,va de soi ; mais mademoiselle Lanthenay songe bien à,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35731,braise et aux sabots ! Elle rumine sourdement sa colère,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35734,"sabots ! Elle rumine sourdement sa colère , et ses",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35738,"sourdement sa colère , et ses yeux dorés sont deux",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35747,deux topazes froides . Ça m' est égal . Et,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35754,égal . Et même ça m' enchante . Qu' est,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35790,autre voix qui cherche à la dominer … des maçons,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35799,"maçons qui se battent ? Je ne crois pas ,",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35804,"Je ne crois pas , je flaire autre chose .",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35809,je flaire autre chose . La petite Aimée est debout,female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35818,"debout , toute pâle , elle aussi sent venir autre",female
Colette_Claudine-a-l-ecole_<Claudine-1408>_35881,"entendez - vous , allez - vous - en !",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2445,"jouer , je cause avec mademoiselle Aimée . Notre intimité",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2470,", j' aime à regarder sa frimousse rose de blondinette",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2476,"frimousse rose de blondinette , ses yeux dorés aux cils",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2499,"font retourner les gars quand elle sort . Souvent ,",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2564,corder » si bien . Cette petite Aimée – elle,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2568,. Cette petite Aimée – elle a dix– neuf ans,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2585,bavarde comme une pensionnaire qu' elle était encore il y,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2611,. Des gestes blottis ! Elle les contient dans une,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2622,"instinctive de mademoiselle Sergent , ses petites mains froides serrées",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2648,"ses pareilles ) . Pour l' apprivoiser , je me",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2661,"sans peine , et je la questionne , assez contente",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2667,"questionne , assez contente de la regarder . Elle parle",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2670,"contente de la regarder . Elle parle , jolie en",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2682,"ou à cause , de sa frimousse irrégulière . Si",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2715,"petit coin à gauche quand elle rit , en revanche",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2753,"les bleuit même pas ! Elle parle , elle parle",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2756,"pas ! Elle parle , elle parle – et son",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2760,", elle parle – et son père qui est tailleur",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2769,"tailleur de pierres , et sa mère qui tapait souvent",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2776,"qui tapait souvent , et sa sœur et ses trois",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2779,", et sa sœur et ses trois frères , et",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2801,"dans les brocs , où elle tombait toujours de sommeil",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2824,anglais était bien gentille pour elle ) et les vacances,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2830,) et les vacances dans sa famille où on la,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2834,dans sa famille où on la forçait à se remettre,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2845,"ménage , en disant qu' elle serait mieux à tremper",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2862,", tout ça défile dans son bavardage , toute cette",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2871,"cette jeunesse de misère qu' elle supportait impatiemment , et",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2877,"supportait impatiemment , et dont elle se souvient avec terreur",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2883,"se souvient avec terreur . Petite mademoiselle Lanthenay , votre",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2887,". Petite mademoiselle Lanthenay , votre corps souple cherche et",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2900,- être inconnu ; si vous n' étiez pas institutrice,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2909,"institutrice adjointe à Montigny , vous seriez peut - être",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2928,. Mais que j' aime vous entendre et vous voir,female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2931,"j' aime vous entendre et vous voir , vous qui",female
Colette_Claudine-a-l-ecole_<mademoiselle Aimée-128>_2934,"entendre et vous voir , vous qui avez quatre ans",female
