,text_surronding,,,,Gender
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10650,leur propriété du Midi . Marthe semblait s' excuser d',,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10658,"excuser d' un détail de son cru , dans cette",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10681,"il un tout , qu' elle comprenait mal . Au",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10698,et aussi de voir qu' elle attendait comme moi de,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10717,retourner de l' autre . Son visage calme et sérieux,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10769,se cognait aux meubles . Marthe ignorait ce que c',,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10781,d' être mutine . Dans son enjouement elle restait grave,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10783,mutine . Dans son enjouement elle restait grave . Mon,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10796,"peu à peu auprès d' elle , je la trouvai",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10799,"auprès d' elle , je la trouvai différente . C'",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10815,"étais sûr de ne plus l' aimer , je commençais",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10821,"aimer , je commençais à l' aimer . Je me",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10888,"que j' étais amoureux de Marthe . Au contraire ,",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10933,", lésant un homme qui l' aimait , à qui",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10938,"l' aimait , à qui elle devait appartenir , et",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10946,", et qui ne pouvait la voir . Pourtant ,",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10971,"mois , quand je rencontrais Marthe , mon prétendu amour",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10981,"ne m' empêchait pas de la juger , de trouver",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_10992,"la plupart des choses qu' elle trouvait belles , la",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11001,"la plupart des choses qu' elle disait , enfantines .",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11015,"je ne pensais pas comme elle , je me donnais",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11064,". Je commençais à respecter Marthe , parce je commençais",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11070,", parce je commençais à l' aimer . Je revins",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11085,ne pensai même pas à la prier de me montrer,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11090,"la prier de me montrer sa chambre , encore moins",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11096,"chambre , encore moins à lui demander comment Jacques trouvait",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11154,"chasser le bonheur . Mais Marthe , qui goûtait ce",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11156,"bonheur . Mais Marthe , qui goûtait ce même charme",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11172,"Dans ma paresse heureuse , elle lut de l' indifférence",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11182,". Pensant que je ne l' aimais pas , elle",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11186,"ne l' aimais pas , elle s' imagina que je",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11200,"ce salon silencieux , si elle ne faisait rien pour",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11208,rien pour m' attacher à elle . Nous nous taisions,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11244,"aux mêmes choses , que lui parler m' eût semblé",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11317,"dans ce mutisme délicieux , Marathe se figura que je",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11329,de plus en plus . Elle se sentait prête à,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11339,"tout pour me distraire . Sa chevelure dénouée , elle",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11343,". Sa chevelure dénouée , elle aimait dormir près du",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11355,Ou plutôt je croyais qu' elle dormait . Son sommeil,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11358,croyais qu' elle dormait . Son sommeil lui était prétexte,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11360,"elle dormait . Son sommeil lui était prétexte , pour",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11366,"était prétexte , pour mettre ses bras autour de mon",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11385,"humides , me dire qu' elle venait d' avoir un",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11393,avoir un rêve triste . Elle ne voulait jamais me,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11404,raconter . Je profitais de son faux sommeil pour respirer,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11409,"son faux sommeil pour respirer ses cheveux , son cou",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11412,"pour respirer ses cheveux , son cou , ses joues",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11415,"cheveux , son cou , ses joues brûlantes , et",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11427,effleurant à peine pour qu' elle ne se réveillât point,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11519,"n' avoir aucun droit sur Marthe . Et , pour",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11543,le déplorer . Je désirais Marthe et ne le comprenais,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11551,"le comprenais pas . Quand elle dormait ainsi , sa",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11555,"Quand elle dormait ainsi , sa tête appuyée contre un",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11568,", je me penchais sur elle pour voir son visage",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11571,penchais sur elle pour voir son visage entouré de flammes,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11643,lèvres contre les siennes . Elle fermait encore les yeux,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11660,"ne dort pas . Je l' embrassai , stupéfait de",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11674,"qu' en réalité c' était elle qui , lorsque j'",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11681,", lorsque j' approchais de son visage , avait attitré",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11689,avait attitré ma tête contre sa bouche . Ses deux,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11692,tête contre sa bouche . Ses deux mains s' accrochaient,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11719,je ne comprenais pas si elle voulait que je la,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11723,"si elle voulait que je la sauve , ou bien",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11733,que je me noie avec elle . Maintenant elle s',,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11736,"noie avec elle . Maintenant elle s' était assise ,",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11741,"elle s' était assise , elle tenait ma tête sur",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11746,"elle tenait ma tête sur ses genoux , caressant mes",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11780,» Je n' osais pas la tutoyer ; lorsque je,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11805,"de façon à ne pas lui parler directement , car",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11815,"si je ne pouvais pas la tutoyer , je sentais",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11827,était encore plus impossible de lui dire vous . Mes,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11845,"une sur la main de Marthe , je m' attendais",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11852,je m' attendais toujours à l' entendre pousser un cri,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11888,", oubliant que c' était elle qui m' avait embrassé",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11889,oubliant que c' était elle qui m' avait embrassé .,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11946,ç' aurait été pour injurier Marthe . Mon silence l',,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11950,injurier Marthe . Mon silence l' inquiéta ; elle y,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11953,Mon silence l' inquiéta ; elle y voyait de la,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_11967,"il est trop tard , la faisais - je penser",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12040,dénouement lui déplaît . Je lui dis : « Je,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12051,m' en irai pas . Vous vous êtes moquée de,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12062,. Je ne veux plus vous voir . »Car si,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12083,voulais pas non plus revoir Marthe . Je l' aurais,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12086,plus revoir Marthe . Je l' aurais plutôt chassée de,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12092,aurais plutôt chassée de chez elle !Mais elle sanglotait :,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12094,chassée de chez elle !Mais elle sanglotait : « Tu,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12110,comprends donc pas que si je te demande de t',,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12121,"aller , c' est que je t' aime . »Haineusement",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12128,"aime . »Haineusement , je lui dis que je comprenais",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12136,je comprenais fort bien qu' elle avait des devoirs et,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12142,avait des devoirs et que son mari était à la,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12149,était à la guerre . Elle secouait la tête :,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12158,": « Avant toi , j' étais heureuse , je",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12162,", j' étais heureuse , je croyais aimer mon fiancé",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12165,"heureuse , je croyais aimer mon fiancé . Je lui",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12168,croyais aimer mon fiancé . Je lui pardonnais de ne,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12175,pardonnais de ne pas bien me comprendre . C' est,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12182,. C' est toi qui m' as montré que je,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12186,qui m' as montré que je ne l' aimais pas,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12192,ne l' aimais pas . Mon devoir n' est pas,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12211,"de ne pas mentir à mon mari , mais de",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12227,- t' en et ne me crois pas méchante; bientôt,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12233,crois pas méchante; bientôt tu m' auras oubliée . Mais,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12238,m' auras oubliée . Mais je ne veux pas causer,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12249,"malheur de ta vie . Je pleure , parce que",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12254,"Je pleure , parce que je suis trop vieille pour",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12365,"habitué à la bouche de Marthe , mais encore je",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12382,Et c' est alors qu' elle parlait de m' en,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12397,"Ce soir - là , Marthe me reconduisit jusqu' à",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12411,me sentir plus près d' elle je me blottissais sous,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12416,"elle je me blottissais sous sa cape , et je",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12421,"sa cape , et je la tenais par la taille",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12427,tenais par la taille . Elle ne disait plus qu',,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12440,pas nous revoir; au contraire elle était triste à la,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12455,quitter dans quelques instants . Elle me faisait lui jurer,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12458,instants . Elle me faisait lui jurer mille folies .,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12475,"je ne voulus pas laisser Marthe repartir seule , et",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12480,"Marthe repartir seule , et l' accompagnai jusque chez elle",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12484,et l' accompagnai jusque chez elle . Sans doute ces,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12499,"jamais pris fin , car elle voulait m' accompagner encore",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12511,"acceptai , à condition qu' elle me laisserait à moitié",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12625,étais ivre de passion . Marthe était à moi ;,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12628,passion . Marthe était à moi ; ce n' est,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12640,"qui l' avais dit , c' était elle . Je",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12642,"avais dit , c' était elle . Je pouvais toucher",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12647,"elle . Je pouvais toucher sa figure , embrasser ses",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12651,"toucher sa figure , embrasser ses yeux , ses bras",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12654,", embrasser ses yeux , ses bras , l' habiller",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12657,"yeux , ses bras , l' habiller , l' abîmer",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12660,"bras , l' habiller , l' abîmer , à ma",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12672,"Dans mon délire , je la mordais aux endroits où",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12677,"la mordais aux endroits où sa peau était nue ,",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12684,"était nue , pour que sa mère la soupçonnât d'",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12686,", pour que sa mère la soupçonnât d' avoir un",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12713,vieux sens des tatouages . Marthe disait : « Oui,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12720,": « Oui , mords - moi , marque -",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12724,"mords - moi , marque - moi , je voudrais",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12727,", marque - moi , je voudrais que tout le",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12740,»J' aurais voulu pouvoir embrasser ses seins . Je n',,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12748,"Je n' osais pas le lui demander , pensant qu'",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12753,"lui demander , pensant qu' elle saurait les offrir elle",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12757,"qu' elle saurait les offrir elle - même , comme",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12762,"elle - même , comme ses lèvres . Au bout",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12775,", l' habitude d' avoir ses lèvres étant venue ,",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12797,la lueur du feu . Elle y jetait souvent des,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12804,"jetait souvent des lettres que son mari lui envoyait ,",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12806,"des lettres que son mari lui envoyait , chaque jour",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12824,on devinait que celles de Marthe se faisaient de moins,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12868,"de voir plus clair . Marthe , qui souvent maintenant",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12870,"plus clair . Marthe , qui souvent maintenant me demandait",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12881,il était vrai que je l' avais aimée dès notre,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12894,me reprochait de ne le lui avoir pas dit avant,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12902,dit avant son mariage . Elle ne se serait pas,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12910,"serait pas mariée , prétendait - elle ; car ,",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12916,"elle ; car , si elle avait éprouvé pour Jacques",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12952,peu effacé l' amour de son cœur . Elle n',,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12955,amour de son cœur . Elle n' aimait déjà plus,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12962,aimait déjà plus Jacques quand elle l' épousa . Elle,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12966,quand elle l' épousa . Elle espérait que ces quinze,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_12981,Jacques transformeraient peut - être ses sentiments . Il fut,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13001,aime pas . Et Jacques l' aimait toujours davantage .,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13022,trop haut sa Marthe pour la croire capable de trahison,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13036,#¿NOMBRE?,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13047,quel mal il avait pu lui faire : « Je,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13059,"si grossier à côté de toi , je sens que",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13068,que chacune de mes paroles te blesse . » Marthe,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13072,paroles te blesse . » Marthe lui répondait seulement qu',,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13082,"il se trompait , qu' elle ne lui reprochait rien",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13104,précoce . Les jours où elle ne m' accompagnait pas,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13112,"accompagnait pas à Paris , Marthe , nue sous un",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13139,brûlait toujours l' olivier de ses beaux - parents .,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13144,ses beaux - parents . Elle leur avait demandé de,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13150,leur avait demandé de renouveler sa provision . Je ne,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13215,ne considérais - je pas Marthe plutôt comme une vierge,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13252,"mon lit , j' appelais Marthe , m' en voulant",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13274,pas assez pour finir d' en faire ma maîtresse .,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13284,"Chaque jour , allant chez elle , je me promettais",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13294,de ne pas sortir qu' elle ne le fût .,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13325,"ne pas me fâcher , elle me fit cadeau d'",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13338,"semblable au sien , qu' elle voulait me voir mettre",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13344,voulait me voir mettre chez elle . Dans ma joie,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13394,"me sentir habillé , lorsqu' elle ne l' était pas",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13419,"rougis , comprenant ce que son cadeau contenait de reproches",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13432,"début de notre amour , Marthe m' avait donné une",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13439,"avait donné une clef de son appartement , afin que",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13449,je n' eusse pas à l' attendre dans le jardin,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13460,"si , par hasard , elle était en ville .",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13482,un samedi . Je quittai Marthe en lui promettant de,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13484,. Je quittai Marthe en lui promettant de venir déjeuner,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13492,venir déjeuner le lendemain avec elle . Mais j' étais,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13622,d' avance l' effroi de Marthe quand j' entrerais dans,,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13627,"Marthe quand j' entrerais dans sa chambre , je pensais",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Marthe-459>_13634,", je pensais maintenant à ses éclats de rire en",,,,Female
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22058,un sergent de ville . Je poussai la malice jusqu',,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22098,"risque de la chagriner , je lui dis quel était",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22123,peut - être indulgente si j' eusse servi ses plans,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22171,au mois de mai . Je rencontrais moins Marthe chez,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22183,n' y couchais que si je pouvais inventer chez moi,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22187,si je pouvais inventer chez moi un mensonge pour y,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22196,y rester le matin . Je l' inventais une ou,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22210,. La perpétuelle réussite de mon mensonge me surprenait .,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22212,perpétuelle réussite de mon mensonge me surprenait . En réalité,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22217,me surprenait . En réalité mon père ne me croyait,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22220,En réalité mon père ne me croyait pas . Avec,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22239,"la seule condition que ni mes frères , ni les",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22251,ne l' apprissent . Il me suffisait donc de dire,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22257,suffisait donc de dire que je partais à cinq heures,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22269,", comme le jour de ma promenade à la forêt",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22278,forêt de Sénart . Mais ma mère ne préparait plus,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22286,"préparait plus de panier . Mon père supportait tout ,",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22297,", sans transition , se cabrant , me reprochait ma",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22299,"transition , se cabrant , me reprochait ma paresse .",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22300,", se cabrant , me reprochait ma paresse . Ces",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22301,"se cabrant , me reprochait ma paresse . Ces scènes",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22433,paresse n' existe pas . Je n' ai jamais plus,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22456,"semblé vides , et où j' observais mon cœur novice",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22458,", et où j' observais mon cœur novice comme un",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22471,gestes à table . Quand je ne couchais pas chez,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22506,jusqu' à onze heures . Je détachais le canot de,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22511,Je détachais le canot de mon père . Marthe ramait;,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22516,"mon père . Marthe ramait; moi , étendu , j'",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22520,"ramait; moi , étendu , j' appuyais ma tête sur",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22522,", étendu , j' appuyais ma tête sur ses genoux",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22528,tête sur ses genoux . Je la gênais . Soudain,,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22541,"rame , me cognant , me rappelait que cette promenade",,,,Male
Radiguet-Raymond_Le-diable-au-corps_<Je-892>_22592,d' écrire une lettre . Je n' avais jamais tel,,,,Male
