,text_surronding,Gender
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102849,"bas de la tour , j' ai respiré longtemps l'",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102860,noir de la nuit . Je voyais briller les enseignes,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102898,"fermée de la clinique , j' ai fumé un ou",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102909,cigares à la suite . Je ne voulais pas rentrer,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102915,ne voulais pas rentrer . Je n' avais pas faim,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102921,n' avais pas faim . Je sentais juste dans mon,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102925,. Je sentais juste dans mon ventre la chaleur manquante,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102933,chaleur manquante du whisky . Je me suis dirigé vers,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102945,"où , le matin , j' avais garé la voiture",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102979,n' était plus là . J' ai réalisé alors que,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_102984,J' ai réalisé alors que je m' étais garé sur,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103019,". Toute la journée , j' avais alimenté le parcmètre",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103035,fourrière avait dû passer . Je me suis assis sur,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103043,assis sur un banc et j' ai allumé un nouveau,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103050,allumé un nouveau cigare . J' étais risible à souffler,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103056,étais risible à souffler ainsi ma fumée de mauvais havane,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103076,", dans la tour , ma femme devait être en",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103084,"être en train de coucher ma fille , de lui",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103125,s' inquiète de rien . Je suis resté longtemps ainsi,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103131,suis resté longtemps ainsi . Je n' avais plus besoin,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103146,ne penser à rien . J' étais un guetteur .,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103151,J' étais un guetteur . Je veillais au pied de,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103169,"à une . Enfin , j' ai hélé un taxi",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103177,un taxi . Le chauffeur m' a expliqué que les,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103235,importe où . Le taxi m' a conduit jusqu' à,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103245,la fourrière de Bercy . J' ai signé un chèque,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103251,ai signé un chèque . Je n' avais pas le,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103262,"d' expliquer le pourquoi de ma situation , de protester",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103278,des dizaines d' autres . Je suis rentré à la,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103321,"tourné dans la serrure , j' ai entendu de l'",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103338,couinements aigus de Wendy . Je lui ai versé une,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103348,"large ration de graines , j' ai changé l' eau",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103355,changé l' eau dans laquelle j' ai fait fondre un,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103380,ou deux messages enregistrés dont je ne comprenais plus bien,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103388,plus bien la signification . Je les ai effacés .,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103393,Je les ai effacés . J' ai vidé dans un,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103411,. and B . puis je me suis couché .,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103416,je me suis couché . Je me suis endormi très,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103423,suis endormi très vite et mon sommeil a été vaguement,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103433,agité malgré la pression sur mes tempes de l' alcool,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103439,tempes de l' alcool . J' ai été réveillé tôt,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103445,ai été réveillé tôt . Je n' ai pas voulu,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103452,ai pas voulu téléphoner . J' ai pris tout de,Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103467,"rendre à la clinique . Je n' avançais pas ,",Male
Forest-Philippe_L-Enfant-eternel_<J'-5211>_103480,embouteillages matinaux du périphérique . Je suis arrivé au moment,Male
