,text_surronding,Gender,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213716,"offrant tes services , que je pourrais en avoir sitôt",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213723,en avoir sitôt besoin . Petit - Claud étudia la,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213733,belle figure de penseur que lui présenta cet homme assis,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213735,de penseur que lui présenta cet homme assis dans un,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213744,"un fauteuil en face de lui , car il n'",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213747,"face de lui , car il n' écouta pas le",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213756,le détail d' affaires qu' il connaissait mieux que ne,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213763,mieux que ne les savait celui qui les lui expliquait,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213764,que ne les savait celui qui les lui expliquait .,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213766,les savait celui qui les lui expliquait . En voyant,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213775,"voyant entrer Séchard inquiet , il s' était dit :",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213803,. – Pourquoi les Cointet le persécutent - ils ?,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213811,ils ? … se demandait Petit - Claud . Il,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213815,demandait Petit - Claud . Il est dans l' esprit,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213855,la trame judiciaire . – Tu veux gagner du temps,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213863,"du temps , répondit enfin Petit - Claud à Séchard",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213874,"Séchard eut fini . Que te faut - il ,",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213876,"fini . Que te faut - il , quelque chose",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213899,"sauvé , s' écria David à qui Petit - Claud",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213901,s' écria David à qui Petit - Claud parut être,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213921,"ne touchera à aucun de tes meubles , et l'",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213930,l' on ne pourra pas t' arrêter avant trois ou,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213940,"quatre mois … Mais cela te coûtera bien cher ,",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213946,"coûtera bien cher , dit Petit - Claud . –",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213967,"s' écria Séchard . – Tu attends des rentrées ,",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_213974,"des rentrées , en es - tu sûr ? …",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214000,". – Dans trois mois je serai riche , répondit",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214005,"je serai riche , répondit l' inventeur avec une assurance",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214014,assurance d' inventeur . – Ton père n' est pas,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214024,"encore en pré , répondit Petit - Claud , il",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214041,– Est - ce que je compte sur la mort,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214047,compte sur la mort de mon père ? … répondit,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214052,mon père ? … répondit David . Je suis sur,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214054,? … répondit David . Je suis sur la trace,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214064,d' un secret industriel qui me permettra de fabriquer sans,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214110,"une fortune , s' écria Petit - Claud qui comprit",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214113,s' écria Petit - Claud qui comprit alors le projet,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214118,qui comprit alors le projet du grand Cointet . –,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214127,"– Une grande fortune , mon ami , car il",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214166,temps !– Personne n' a ton secret ? … –,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214174,"… – Personne , excepté ma femme . – Tu",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214178,excepté ma femme . – Tu n' as pas dit,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214183,"Tu n' as pas dit ton projet , ton programme",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214186,"pas dit ton projet , ton programme à quelqu' un",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214199,"Cointet , par exemple ?– Je leur en ai parlé",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214208,"parlé , mais vaguement , je crois !Un éclair de",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214220,dans l' âme enfiellée de Petit - Claud qui essaya,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214223,enfiellée de Petit - Claud qui essaya de tout concilier,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214244,"Séchard . – Écoute , David , nous sommes camarades",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214252,"sommes camarades de collége , je te défendrai ; mais",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214253,"camarades de collége , je te défendrai ; mais ,",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214270,à l' encontre des lois te coûtera cinq à six,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214282,! … Ne compromets pas ta fortune . Je crois,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214285,compromets pas ta fortune . Je crois que tu seras,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214288,fortune . Je crois que tu seras obligé de partager,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214301,nos fabricants . Voyons ? tu y regarderas à deux,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214318,construire une papeterie . Il te faudra d' ailleurs prendre,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214343,. Les huissiers fondront sur toi peut - être trop,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214361,faire devant eux … – Je tiens mon secret !,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214363,eux … – Je tiens mon secret ! répondit David,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214367,tiens mon secret ! répondit David avec la naïveté du,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214371,répondit David avec la naïveté du savant . – Eh,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214379,"– Eh ! bien , ton secret sera ta planche",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214382,"bien , ton secret sera ta planche de salut ,",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214388,"planche de salut , reprit Petit - Claud repoussé dans",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214393,Petit - Claud repoussé dans sa première et loyale intention,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214406,"procès par une transaction , je ne veux pas le",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214415, mais écoute - moi bien : tâche,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214432,"terre , que personne ne te voie et ne puisse",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214438,"voie et ne puisse soupçonner tes moyens d' exécution ,",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214444,"moyens d' exécution , car ta planche te serait volée",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214446,"exécution , car ta planche te serait volée sous tes",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214450,planche te serait volée sous tes pieds … Un inventeur,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214463,sa peau un jobard ! Vous pensez trop à vos,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214467,! Vous pensez trop à vos secrets pour pouvoir penser,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214484,"douter de l' objet de tes recherches , tu es",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214487,"objet de tes recherches , tu es environné de fabricants",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214501,", autant d' ennemis ! Je te vois comme le",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214502,autant d' ennemis ! Je te vois comme le castor,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214516,", ne leur donne pas ta peau … – Merci",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214522,"peau … – Merci , mon cher camarade , je",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214526,", mon cher camarade , je me suis dit tout",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214535,"tout cela , s' écria Séchard ; mais je te",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214538,s' écria Séchard  mais je te suis obligé de,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214539,écria Séchard  mais je te suis obligé de me,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214543,je te suis obligé de me montrer tant de prudence,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214553,et de sollicitude ! … Il ne s' agit pas,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214559,ne s' agit pas de moi dans cette entreprise .,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214565,"dans cette entreprise . À moi , douze cents francs",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214572,"douze cents francs de rente me suffiraient , et mon",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214576,"rente me suffiraient , et mon père doit m' en",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214579,", et mon père doit m' en laisser au moins",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214590,fois autant quelque jour … Je vis par l' amour,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214597,par l' amour et par ma pensée ! … une,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214612,agit de Lucien et de ma femme ,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214620,c' est pour eux que je travaille … – Allons,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214627,"… – Allons , signe - moi ce pouvoir ,",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214634,"ce pouvoir , et ne t' occupe plus que de",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214639,t' occupe plus que de ta découverte . Le jour,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214657,"la contrainte par corps , je te préviendrai la veille",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214658,"contrainte par corps , je te préviendrai la veille ;",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214670,faut tout prévoir . Et laisse - moi te dire,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214671,tout prévoir . Et laisse - moi te dire de,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214673,. Et laisse - moi te dire de ne laisser,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214680,de ne laisser pénétrer chez toi personne de qui tu,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214684,chez toi personne de qui tu ne sois sûr comme,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214690,ne sois sûr comme de toi - même . –,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214707,"bail de l' exploitation de mon imprimerie , et de",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214727,"ne reste donc plus chez moi que Marion , Kolb",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214741,"est comme un caniche pour moi , ma femme et",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214743,"un caniche pour moi , ma femme et ma belle",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214746,"moi , ma femme et ma belle - mère …",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214755,"… – Écoute , dit Petit - Claud , défie",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214760,"Petit - Claud , défie - toi du caniche …",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214766,toi du caniche … – Tu ne le connais pas,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214774,"connais pas , s' écria David . Kolb , c'",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214781,"Kolb , c' est comme moi - même . –",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214787,- même . – Veux - tu me le laisser,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214789,. – Veux - tu me le laisser éprouver ?,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214807,"Allons , adieu ; mais envoie - moi la belle",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214808,", adieu ; mais envoie - moi la belle madame",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214825,"est indispensable . Et , mon ami , songe bien",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214835,"que le feu est dans tes affaires , dit Petit",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214839,"dans tes affaires , dit Petit - Claud à son",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214843,dit Petit - Claud à son camarade en le prévenant,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214846,Claud à son camarade en le prévenant ainsi de tous,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214858,judiciaires qui allaient fondre sur lui . – Me voilà,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214861,fondre sur lui . – Me voilà donc un pied,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214876,"en Champagne , se dit Petit - Claud après avoir",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214882,- Claud après avoir reconduit son ami David Séchard jusqu',Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214908,"argent , aux peines que lui donnait l' état de",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214913,"lui donnait l' état de sa femme , assassinée par",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214923,"l' infamie de Lucien , David cherchait toujours son problème",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214926,"Lucien , David cherchait toujours son problème ! … Or",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214937,tout en allant de chez lui chez Petit - Claud,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214939,"allant de chez lui chez Petit - Claud , il",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214943,"chez Petit - Claud , il avait mâché par distraction",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214953,une tige d' ortie qu' il avait mise dans de,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214972,tiges employées comme matière de sa pâte . Il voulait,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_214975,matière de sa pâte . Il voulait remplacer les divers,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215006,"linge , chiffon . Quand il alla par les rues",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215015,"rues , assez content de sa conférence avec son ami",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215018,content de sa conférence avec son ami Petit - Claud,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215024,"ami Petit - Claud , il se trouva dans les",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215035,une boule de pâte : il la prit sur sa,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215039,": il la prit sur sa main , l' étendit",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215043,"sur sa main , l' étendit et vit une bouillie",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215045,"main , l' étendit et vit une bouillie supérieure à",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215054,à toutes les compositions qu' il avait obtenues ,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215102,"chercheurs des causes naturelles !– Je vais , se disait",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215107,"Je vais , se disait - il , remplacer par",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215125,agent chimique l' opération que je viens de faire machinalement,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215132,de faire machinalement . Et il apparut à sa femme,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215135,. Et il apparut à sa femme dans la joie,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215158,sois sans inquiétude ! dit David en voyant que sa,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215162,dit David en voyant que sa femme avait pleuré .,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215167,sa femme avait pleuré . Petit - Claud nous garantit,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215180,de tranquillité . L' on me fera des frais ,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215188,"frais ; mais , comme il me l' a dit",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215189,"; mais , comme il me l' a dit en",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215194,me l' a dit en me reconduisant : – Tous,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215253,"c' est vrai , répondit David en portant la main",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215259,en portant la main à son oreille par un geste,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215313,. – Ève ! ô mon Ève ! s' écria,Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215318,"mon Ève ! s' écria David , les larmes aux",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215327,"aux yeux , en prenant sa femme et la serrant",Male,
Balzac-Honore-de_Illusions-perdues_<Petit - Claud-12304>_215333,"femme et la serrant sur son cœur , Ève !",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151709,accueilli . L' article de Lucien devait mettre et mit,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151727,de méchanceté du journal  il entra jusqu' au fond,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151736,"fond de deux cœurs , il blessa grièvement madame de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151743,"grièvement madame de Bargeton , son ex - Laure ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151753,"et le baron Châtelet , son rival . – Eh",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151777,", et ils piaffent , lui dit Coralie ; il",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151816,"elle avait faites , dit Lucien en corrigeant quelques expressions",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151841,", naguère , avait renié Lucien , et qui maintenant",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151880,d' enivrantes jouissances qui grisèrent Lucien . – Mon petit,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151892,"l' actrice , passons chez ton tailleur presser tes habits",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151895,passons chez ton tailleur presser tes habits ou les essayer,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151906,ils sont prêts . Si tu vas chez tes belles,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151909,". Si tu vas chez tes belles madames , je",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151916,"madames , je veux que tu effaces ce monstre de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151948,les élégants . Songe que ta maîtresse est Coralie !,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151972,veille du souper offert par Lucien et Coralie à leurs,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151992,compte devait être rendu par Lucien . Après leur dîner,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_151998,". Après leur dîner , Lucien et Coralie allèrent à",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152041,de promenade en faveur . Lucien entendit vanter son bonheur,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152044,faveur . Lucien entendit vanter son bonheur et la beauté,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152050,bonheur et la beauté de sa maîtresse . Les uns,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152069,"Paris , les autres trouvaient Lucien digne d' elle .",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152074,Lucien digne d' elle . Le poète se sentit dans,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152079,Le poète se sentit dans son milieu . Cette vie,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152085,milieu . Cette vie était sa vie . Le Cénacle,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152093,"Le Cénacle , à peine l' apercevait - il .",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152095,", à peine l' apercevait - il . Ces grands",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152102,. Ces grands esprits qu' il admirait tant deux mois,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152109,"tant deux mois auparavant , il se demandait s' ils",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152143,"germé dans l' esprit de Lucien , et portait déjà",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152151,portait déjà ses fruits . Il mit Coralie dans sa,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152158,"Coralie dans sa loge , flâna dans les coulisses du",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152165,les coulisses du théâtre où il se promenait en sultan,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152175,", où toutes les actrices le caressaient par des regards",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152191,. – Il faut que j' aille à l' Ambigu,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152197,"aille à l' Ambigu faire mon métier , dit -",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152201,"faire mon métier , dit - il . À l'",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152222,trouva pas de place pour Lucien . Lucien alla dans,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152224,de place pour Lucien . Lucien alla dans les coulisses,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152230,alla dans les coulisses et se plaignit amèrement de ne,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152244,"Le régisseur , qui ne le connaissait pas encore ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152249,"le connaissait pas encore , lui dit qu' on avait",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152258,"avait envoyé deux loges à son journal , et l'",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152262,"à son journal , et l' envoya promener . –",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152267,l' envoya promener . – Je parlerai de la pièce,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152275,"la pièce selon ce que j' en aurai entendu ,",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152281,"en aurai entendu , dit Lucien d' un air piqué",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152300,"jeune première au régisseur , c' est l' amant de",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152302,"au régisseur , c' est l' amant de Coralie !Aussitôt",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152312,le régisseur se retourna vers Lucien et lui dit :,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152314,se retourna vers Lucien et lui dit : – Monsieur,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152318,"et lui dit : – Monsieur , je vais aller",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152333,les moindres détails prouvaient à Lucien l' immensité du pouvoir,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152338,Lucien l' immensité du pouvoir du journal et caressaient sa,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152342,pouvoir du journal et caressaient sa vanité . Le directeur,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152375,"- scène , de prendre Lucien avec eux . Le",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152385,duc y consentit en reconnaissant Lucien . – Vous avez,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152396,"deux personnes au désespoir , lui dit le jeune homme",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152398,"au désespoir , lui dit le jeune homme en lui",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152402,dit le jeune homme en lui parlant du baron Châtelet,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152422,ce donc demain ? dit Lucien . Jusqu' à présent,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152427,Lucien . Jusqu' à présent mes amis se sont portés,Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152438,"eux en voltigeurs , mais je tire à boulet rouge",Male,
Balzac-Honore-de_Illusions-perdues_<Lucien-8763>_152448,"cette nuit . Demain , vous verrez pourquoi nous nous",Male,
